req_id,source_ref,quote_ref,normalized_requirement,type,scope,verifiable,notes
REQ-00739,SRC-01:P007552,2891d9f4429d59557e63868d9378b8c51dc6e512a60bca13629ca399e8e785a1,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""461. ARCHIVAL IMMUTABILITY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=461. ARCHIVAL IMMUTABILITY; disposition=KEEP_GOVERNANCE
REQ-00740,SRC-01:P007558,ada38fde933a3836a1c48bb2c3dc45ee7d4f1c717ab94a10aa4f8f3b7c6b080f,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""462. ARCHIVAL RESTORE TEST"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=462. ARCHIVAL RESTORE TEST; disposition=KEEP_GOVERNANCE
REQ-00741,SRC-01:P007564,ca6d54b08305469ac870491dbff3d757cc4a06ce4aec44369b6b0f3a65e733ab,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""463. COMPUTE EFFICIENCY RESEARCH PROGRAM"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",RESOURCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=463. COMPUTE EFFICIENCY RESEARCH PROGRAM; disposition=KEEP_GOVERNANCE
REQ-00742,SRC-01:P007570,81b236a1e99ac13e5dd0de5e3abf1a7cca80e79aa92a14c3d2ad8aad907dd078,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""464. WORKLOAD-SPECIFIC COMPUTE SUPERIORITY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",RESOURCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=464. WORKLOAD-SPECIFIC COMPUTE SUPERIORITY; disposition=KEEP_GOVERNANCE
REQ-00743,SRC-01:P007591,3cbc29bf5fe8b80637e02e74c0ce2a18b8eba3be6090d6b0e897bf63e43a86a8,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""465. QUANTUM BASELINE DEFINITION"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=465. QUANTUM BASELINE DEFINITION; disposition=KEEP_GOVERNANCE
REQ-00744,SRC-01:P007596,acc55120e131160694dc7d1035985075d48241524b0125749814fcabcecb7567,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""466. CLASSICAL BASELINE REQUIREMENT"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=466. CLASSICAL BASELINE REQUIREMENT; disposition=KEEP_GOVERNANCE
REQ-00745,SRC-01:P007602,2ebeedf2aec0f8ec5e852597af8eac7feeff3a550f8dc1b7bc1755c2fca7cc8e,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""467. PERFORMANCE CLAIM FIREWALL"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",RESOURCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=467. PERFORMANCE CLAIM FIREWALL; disposition=KEEP_GOVERNANCE
REQ-00746,SRC-01:P007609,e903cef81cf34008f2a205bfa69d97823b22d1d5dedd2ba7932566e4b6ed6514,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""468. BENCHMARK REPRODUCIBILITY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=468. BENCHMARK REPRODUCIBILITY; disposition=KEEP_GOVERNANCE
REQ-00747,SRC-01:P007614,dfaf0184e5660334e3f9183817fee2d3cf2a3c6131c5e2db812016bc6b848520,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""469. WARMUP / COLD-START SEPARATION"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=469. WARMUP / COLD-START SEPARATION; disposition=KEEP_GOVERNANCE
REQ-00748,SRC-01:P007619,e39ade9263eea0a065dfd27c7109ec7df4a864febdc8cb57891cdb57b78c9583,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""470. THROUGHPUT / LATENCY SEPARATION"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",RESOURCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=470. THROUGHPUT / LATENCY SEPARATION; disposition=KEEP_GOVERNANCE
REQ-00749,SRC-01:P007625,2e1305a124e9e12c231defffd24b45004a009d94ac251d1decdc2c8fe68ac469,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""471. MEMORY / COMPUTE TRADEOFF"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",RESOURCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=471. MEMORY / COMPUTE TRADEOFF; disposition=KEEP_GOVERNANCE
REQ-00750,SRC-01:P007632,90355ebcd450615e2c3cc371efab91a1cb192e97cfec29ca3a4de60c4c5d99b3,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""472. ENERGY AWARENESS"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=472. ENERGY AWARENESS; disposition=KEEP_GOVERNANCE
REQ-00751,SRC-01:P007637,3e27e5c9449a62671b63478a31bb1175c71576e0ea827acb910ab5fd351e8b66,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""473. COMPUTE EFFICIENCY INDEX"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",RESOURCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=473. COMPUTE EFFICIENCY INDEX; disposition=KEEP_GOVERNANCE
REQ-00752,SRC-01:P007639,245843abef9e72e7efac30138a994bf6301e7e1d7d7042a33d42e863d2638811,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""["" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=[; disposition=KEEP_GOVERNANCE
REQ-00753,SRC-01:P007640,82aabd4c5dde400964c639cc52ffd7e1e4b4afb731479ce85f81b02a396db09f,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""CEI"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=CEI; disposition=KEEP_GOVERNANCE
REQ-00754,SRC-01:P007645,e554c209385fde4939dbc1a5de122d12f732c0369b57024342ea0387fc0aa935,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""474. INFORMATION-PER-COMPUTE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",RESOURCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=474. INFORMATION-PER-COMPUTE; disposition=KEEP_GOVERNANCE
REQ-00755,SRC-01:P007647,245843abef9e72e7efac30138a994bf6301e7e1d7d7042a33d42e863d2638811,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""["" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=[; disposition=KEEP_GOVERNANCE
REQ-00756,SRC-01:P007648,415b00e1e0d499bb6ed3db39469223df777ac43e673a2e18c5a774e18aece6c3,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""IPC"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=IPC; disposition=KEEP_GOVERNANCE
REQ-00757,SRC-01:P007653,1bc0164d57e23f9dbc44dec52dd400c78d5bc9ae04eb84785980ee4e66b37768,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""475. INFORMATION-PER-MONEY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=475. INFORMATION-PER-MONEY; disposition=KEEP_GOVERNANCE
REQ-00758,SRC-01:P007655,245843abef9e72e7efac30138a994bf6301e7e1d7d7042a33d42e863d2638811,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""["" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=[; disposition=KEEP_GOVERNANCE
REQ-00759,SRC-01:P007656,e5e929f684d6196680f4d12b782197db4c3aa937f606be34f30e6e1d79664545,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""IPM"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=IPM; disposition=KEEP_GOVERNANCE
REQ-00760,SRC-01:P007661,57853f5c52712d9b6f8143d93e0ee12dc34af947ef9e2cedc4853beb36676da0,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""476. INFORMATION-PER-HUMAN-EFFORT"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",AUTHORITY_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=476. INFORMATION-PER-HUMAN-EFFORT; disposition=KEEP_GOVERNANCE
REQ-00761,SRC-01:P007663,245843abef9e72e7efac30138a994bf6301e7e1d7d7042a33d42e863d2638811,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""["" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=[; disposition=KEEP_GOVERNANCE
REQ-00762,SRC-01:P007664,c86f49b7d1b21e75ee354efe1b5e28c1ddf64b8516e208196f44ef7ff81ad123,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""IPH"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=IPH; disposition=KEEP_GOVERNANCE
REQ-00763,SRC-01:P007669,b77ee0e0ff64924157efb5278890d1f18063845c4435027979005b9df857c5d0,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""477. COMPOSITE EFFICIENCY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=477. COMPOSITE EFFICIENCY; disposition=KEEP_GOVERNANCE
REQ-00764,SRC-01:P007681,b1359b3ff421ba2100d1aebeb1282fc3ecd5328832e0580a9b3bfc5c91d8ff59,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""478. PARETO OPTIMIZATION"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=478. PARETO OPTIMIZATION; disposition=KEEP_GOVERNANCE
REQ-00765,SRC-01:P007687,db631c3b9d43e7e8a6a95a488f9e09fb69d85845a9a5f6a26e6fea0a44578975,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""479. NO OPTIMIZATION GAMING"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=479. NO OPTIMIZATION GAMING; disposition=KEEP_GOVERNANCE
REQ-00766,SRC-01:P007695,9c464eece7e4a729b2a0837bc614ba351c51bdee25aeba097bbf3c01521abee5,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""480. RESOURCE-AWARE ACTION SELECTION"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",RESOURCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=480. RESOURCE-AWARE ACTION SELECTION; disposition=KEEP_GOVERNANCE
REQ-00767,SRC-01:P007701,245843abef9e72e7efac30138a994bf6301e7e1d7d7042a33d42e863d2638811,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""["" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=[; disposition=KEEP_GOVERNANCE
REQ-00768,SRC-01:P007702,60f4e8dac1c62839d30f28a57f2e81277d246289fd9b96ed7f5cd7a0f879d6b9,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""a^*"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=a^*; disposition=KEEP_GOVERNANCE
REQ-00769,SRC-01:P007705,245843abef9e72e7efac30138a994bf6301e7e1d7d7042a33d42e863d2638811,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""["" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=[; disposition=KEEP_GOVERNANCE
REQ-00770,SRC-01:P007706,eebfc7a8c8804fa1c0d7a6d9be239fed800c119f3988b940b4b95968a5e7ec95,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""C_{\mathrm{total}}"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=C_{\mathrm{total}}; disposition=KEEP_GOVERNANCE
REQ-00771,SRC-01:P007711,7b8a3eba2746937e5c1c2cb66c30949d1cf75088c4d755edf173c23ca955ad23,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""481. COST UNIT DISCIPLINE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",RESOURCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=481. COST UNIT DISCIPLINE; disposition=KEEP_GOVERNANCE
REQ-00772,SRC-01:P007718,9dde7ed743bb2d7ad4ad87a0668b5bb7ed8141223e5418c8640e4b811569ae5f,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""482. COMPUTE OPTIMIZATION APPROVAL"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",RESOURCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=482. COMPUTE OPTIMIZATION APPROVAL; disposition=KEEP_GOVERNANCE
REQ-00773,SRC-01:P007724,f703b6f70652153990882628a5d74fa274797f1f6ddbd98aa3464710e8899d5c,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""483. TEST-PRESERVING OPTIMIZATION"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=483. TEST-PRESERVING OPTIMIZATION; disposition=KEEP_GOVERNANCE
REQ-00774,SRC-01:P007731,a179fe129c8a4adb8a2d46fb9f96d6d5c7db048ec52471a7047fdee0ca347398,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""484. STATISTICAL EFFICIENCY OPTIMIZATION"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=484. STATISTICAL EFFICIENCY OPTIMIZATION; disposition=KEEP_GOVERNANCE
REQ-00775,SRC-01:P007737,e36de6e9b63be74693c4c1263fdbab84f1ac9977657343dbd1922a10ffecab27,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""485. EXPERIMENT DESIGN EFFICIENCY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=485. EXPERIMENT DESIGN EFFICIENCY; disposition=KEEP_GOVERNANCE
REQ-00776,SRC-01:P007745,67b75713c6195f199316e3c130a867dc87c191d893a878c4d52a9574a8b343a7,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""486. INFORMATION-GAIN EXPERIMENT DESIGN"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=486. INFORMATION-GAIN EXPERIMENT DESIGN; disposition=KEEP_GOVERNANCE
REQ-00777,SRC-01:P007754,5641c29f96976a73248189bd125f222c762f2ac74ec79d1fb27d4d5587e17472,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""487. EXPERIMENTAL DECISION TREE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=487. EXPERIMENTAL DECISION TREE; disposition=KEEP_GOVERNANCE
REQ-00778,SRC-01:P007777,2df5a0d767e1fa6758a4e31f0b20bc4461af31d82ce579ee998edffdec9abb76,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""488. EXPERIMENT SUPPRESSION"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=488. EXPERIMENT SUPPRESSION; disposition=KEEP_GOVERNANCE
REQ-00779,SRC-01:P007780,f510ab6e3860f50151d50cc7cd99fa076f1ec5c7124a30c4170bf5ebe7eacb4d,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""489. EVIDENCE VALUE SATURATION"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",EVIDENCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=489. EVIDENCE VALUE SATURATION; disposition=KEEP_GOVERNANCE
REQ-00780,SRC-01:P007788,26583b7ebef5faf2d327177771218df1856eb0b22d61a6f5241c1101f0661ede,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""490. REDUNDANCY CONTROL"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=490. REDUNDANCY CONTROL; disposition=KEEP_GOVERNANCE
REQ-00781,SRC-01:P007794,03a28c6442dc8bc3000ecc820cf08066785bd982273a34baabbb8642dc7bf783,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""491. AUTONOMOUS RESEARCH QUEUE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=491. AUTONOMOUS RESEARCH QUEUE; disposition=KEEP_GOVERNANCE
REQ-00782,SRC-01:P007806,b7aefa1ea4c4dbab5614b7450d764203d748978cdf67eeb2dc62081cd8471903,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""492. QUEUE PERSISTENCE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=492. QUEUE PERSISTENCE; disposition=KEEP_GOVERNANCE
REQ-00783,SRC-01:P007812,3c9af25b499c9386d301f3d6f55850057df3d07916f3441a67366e61155dee11,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""493. QUEUE DE-DUPLICATION"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=493. QUEUE DE-DUPLICATION; disposition=KEEP_GOVERNANCE
REQ-00784,SRC-01:P007819,d752fd117feca907170284ca9e9c63223188b8892b3d0bad16c198ef9971a0d7,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""494. STALE ACTION EXPIRATION"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=494. STALE ACTION EXPIRATION; disposition=KEEP_GOVERNANCE
REQ-00785,SRC-01:P007826,5a925944457b78febf32e60292a9bb6ed2a8428d4835b931f30c28d93471461b,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""495. ACTION DEPENDENCY GRAPH"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=495. ACTION DEPENDENCY GRAPH; disposition=KEEP_GOVERNANCE
REQ-00786,SRC-01:P007831,0fd41d7c07847754c809053bbfe58db41ff3e6e5f854946cbf0b3190bfcce000,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""496. RESEARCH FRONTIER"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=496. RESEARCH FRONTIER; disposition=KEEP_GOVERNANCE
REQ-00787,SRC-01:P007838,dc8a13cc3f1e1f98d31d47c89e4155172fdcc0b0e3ad2bca239d6a9a8a4c10f0,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""497. KNOWLEDGE GRAPH CONSISTENCY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=497. KNOWLEDGE GRAPH CONSISTENCY; disposition=KEEP_GOVERNANCE
REQ-00788,SRC-01:P007847,ea45972befdb67dc849c826cc15628e3fb13c72eb5ca93e32ed5e980695d4953,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""498. IMPOSSIBLE STATE DETECTION"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",STATE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=498. IMPOSSIBLE STATE DETECTION; disposition=KEEP_GOVERNANCE
REQ-00789,SRC-01:P007858,39b1fdcbaf44df82c19a853f9b14d4cc75a2bc175eeb49f250c06e5ea898bc96,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""499. FINAL SYSTEM INVARIANT"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=499. FINAL SYSTEM INVARIANT; disposition=KEEP_GOVERNANCE
REQ-00790,SRC-01:P007869,925e0f3369afe56de0fe1e7893ab2f6ddfc328ab9b66f8e7ff49568b89bf63f6,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""500. SOVEREIGN END-STATE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",STATE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=500. SOVEREIGN END-STATE; disposition=KEEP_GOVERNANCE
REQ-00791,SRC-01:P007915,4adb28add13cbfe73f7cf33ee4c374d709e0beab9fcc00ace35f10170fa4cb99,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""ULTRACODE — SOVEREIGN RESEARCH COMPLETION & EXECUTION CONTRACT"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",PROCESS_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=ULTRACODE — SOVEREIGN RESEARCH COMPLETION & EXECUTION CONTRACT; disposition=KEEP_GOVERNANCE
REQ-00792,SRC-01:P007916,305741f353c3362ff3af7ea20bf5a2303e526708b695e61938f7f276e943549d,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""CONTINUATION — LOGICAL CLOSURE / AUTONOMOUS INFRASTRUCTURE / COMPUTATIONAL SOVEREIGNTY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=CONTINUATION — LOGICAL CLOSURE / AUTONOMOUS INFRASTRUCTURE / COMPUTATIONAL SOVEREIGNTY; disposition=KEEP_GOVERNANCE
REQ-00793,SRC-01:P007917,521ff4b2af3933a30bc5da6bf981db060d9c916c9376b5b6616f3064ad7448fb,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""Sections 501–620"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=Sections 501–620; disposition=KEEP_GOVERNANCE
REQ-00794,SRC-01:P007918,28aa6ffcd51a4ad115e71b513291e4953ceb4155c07b8cd5dcf76ad235129f6c,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""Purpose:"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=Purpose:; disposition=KEEP_GOVERNANCE
REQ-00795,SRC-01:P007919,a6b27f4439b97cec01ded24e3372eeef7765e87fd2f51674d470868c768acc3f,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""Close remaining logical gaps in the integrated ULTRACODE / VEA-G3 / LoopCell / ORP architecture."" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",CAPABILITY_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=Close remaining logical gaps in the integrated ULTRACODE / VEA-G3 / LoopCell / ORP architecture.; disposition=KEEP_GOVERNANCE
REQ-00796,SRC-01:P007920,d104feea0a46d1c1e92a1d5ef4f18734c07473935fc6a0cb68c86f11b788c365,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""Governing principle:"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=Governing principle:; disposition=KEEP_GOVERNANCE
REQ-00797,SRC-01:P007921,5fedadd0b9fdb57645af14592285c543eaf9906cbd921ed3a8d28269346df668,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""Scientific truth > desired outcome"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=Scientific truth > desired outcome; disposition=KEEP_GOVERNANCE
REQ-00798,SRC-01:P007922,30948f5c0b01e5fb185b7f6c59e6791a59162d454ba341a4c6f7252f305f5745,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""Evidence > narrative"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",EVIDENCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=Evidence > narrative; disposition=KEEP_GOVERNANCE
REQ-00799,SRC-01:P007923,657b0777e5d87f5082145af1fea8fc9837894505f82df03c2e3e988b6b116e4f,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""Explicit state > implicit assumption"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",STATE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=Explicit state > implicit assumption; disposition=KEEP_GOVERNANCE
REQ-00800,SRC-01:P007924,2e9885e3c5216a3107f51a8c33f242b295ae4738f4a70216526b063436224389,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""Reconstructibility > memory"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",RESOURCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=Reconstructibility > memory; disposition=KEEP_GOVERNANCE
REQ-00801,SRC-01:P007925,b60da3c996cbdae585be3ad294bcdfa21fb245c8afaef8e0cb26c48e6a01663d,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""Least privilege > convenience"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=Least privilege > convenience; disposition=KEEP_GOVERNANCE
